track_title,artist,album_title,duration,genre
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya","Kesariya (From ""Brahmastra"")",04:28,Resso Top 50
Pasoori,"Shae Gill, Ali Sethi",Pasoori,03:44,Resso Top 50
295,Sidhu Moose Wala,Moosetape,04:30,Resso Top 50
NO LOVE,Shubh,NO LOVE,02:50,Resso Top 50
The Last Ride,Sidhu Moose Wala,The Last Ride,04:22,Resso Top 50
As It Was,Harry Styles,As It Was,02:47,Resso Top 50
So High,Sidhu Moose Wala,So High,03:39,Resso Top 50
Chaand Baaliyan,Aditya A,Chaand Baaliyan,01:43,Resso Top 50
"Galliyan Returns (From ""Ek Villain Returns"")","Ankit Tiwari, Manoj Muntashir","Galliyan Returns (From ""Ek Villain Returns"")",05:50,Resso Top 50
Yet To Come,BTS,Proof,03:14,Resso Top 50
Excuses,"Gurinder Gill, Intense, AP Dhillon",Excuses,02:56,Resso Top 50
"Pathala Pathala (From ""Vikram"")","Anirudh, Kamal Haasan","Pathala Pathala (From ""Vikram"")",03:31,Resso Top 50
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),02:35,Resso Top 50
Levels (feat. Sunny Malton),"Sidhu Moose Wala, Sunny Malton",Levels (feat. Sunny Malton),03:49,Resso Top 50
Jhoom (R&B Mix),"Ali Zafar,Yousaf Sallauddin,Coke Studio",Jhoom,04:59,Resso Top 50
"Arabic Kuthu (From ""Beast"")","Anirudh, Jonita Gandhi","Arabic Kuthu - Halamithi Habibo (From ""Beast"")",04:40,Resso Top 50
Peaches,Diljit Dosanjh,Drive Thru,03:09,Resso Top 50
"Bhool Bhulaiyaa 2 Title Track (From ""Bhool Bhulaiyaa 2"")","Pritam, Tanishk Bagchi, Neeraj Shridhar, Mellow D","Bhool Bhulaiyaa 2 Title Track (From ""Bhool Bhulaiyaa 2"")",03:32,Resso Top 50
DESIRES,"AP Dhillon, Gurinder Gill",HIDDEN GEMS,02:48,Resso Top 50
Same Beef,"Bohemia, Sidhu Moose Wala",Same Beef,04:50,Resso Top 50
Tauba (feat. Badshah),"Payal Dev, Badshah",Tauba (feat. Badshah),03:19,Resso Top 50
Mehabooba,Ananya Bhat,Kgf Chapter 2,03:32,Resso Top 50
Just Listen,"Sidhu Moose Wala, Sunny Malton",Just Listen,04:44,Resso Top 50
Tu Aake Dekhle,KING,The Carnival,04:30,Resso Top 50
"Maiyya Mainu (From ""Jersey"")","Sachet-Parampara, Sachet Tandon","Maiyya Mainu (From ""Jersey"")",03:52,Resso Top 50
Vikram (Title Track),Anirudh,Vikram (Original Motion Picture Soundtrack),03:39,Resso Top 50
Dhokha,"Arijit Singh, Manan Bhardwaj",Dhokha,04:05,Resso Top 50
Heat Waves,Glass Animals,Dreamland (+ Bonus Levels),03:59,Resso Top 50
"Srivalli (From ""Pushpa The Rise Part - 01"")","Javed Ali , Devi Sri Prasad","Srivalli (From ""Pushpa The Rise Part - 01"")",03:44,Resso Top 50
TERE TE,"AP Dhillon, Gurinder Gill",HIDDEN GEMS,01:54,Resso Top 50
"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur","Raataan Lambiyan (From ""Shershaah"")",03:50,Resso Top 50
"Beast Mode (From ""Beast"")",Anirudh,"Beast Mode (From ""Beast"")",03:40,Resso Top 50
"Doobey (From ""Gehraiyaan"")","OAFF, Savera, Lothika, Kausar Munir","Doobey (From ""Gehraiyaan"")",03:40,Resso Top 50
Bad Habits,Ed Sheeran,Bad Habits,03:51,Resso Top 50
Oo Antava Oo Oo Antava,Indravathi Chauhan,Pushpa - The Rise,03:43,Resso Top 50
"Ranjha (From ""Shershaah"")","Jasleen Royal, B Praak, Romy, Anvita Dutt","Ranjha (From ""Shershaah"")",03:49,Resso Top 50
Such Keh Raha Hai,K. K.,Rehnaa Hai Terre Dil Mein,05:29,Resso Top 50
Dhokebaaz,"Afsana Khan, Jaani",Dhokebaaz,04:25,Resso Top 50
Ektarfa,King,Ektarfa,03:51,Resso Top 50
"Kesariya Audio Teaser (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya","Kesariya Audio Teaser (From ""Brahmastra"")",00:45,Resso Top 50
No Lie,"Sean Paul, Dua Lipa",No Lie,03:41,Resso Top 50
"Hum Nashe Mein Toh Nahin (From ""Bhool Bhulaiyaa 2"")","Arijit Singh, Tulsi Kumar","Hum Nashe Mein Toh Nahin (From ""Bhool Bhulaiyaa 2"")",03:58,Resso Top 50
"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,"Mann Bharryaa 2.0 (From ""Shershaah"")",04:26,Resso Top 50
"Saami Saami (From ""Pushpa The Rise Part - 01"")","Sunidhi Chauhan, Devi Sri Prasad","Saami Saami (From ""Pushpa The Rise Part - 01"")",03:47,Resso Top 50
STAY,"The Kid LAROI, Justin Bieber",STAY,02:22,Resso Top 50
"Dil Ko Karaar Aaya (From ""Sukoon"")","Yasser Desai, Neha Kakkar, Rajat Nagpal","Dil Ko Karaar Aaya (From ""Sukoon"")",03:52,Resso Top 50
Meri Jaan,"Neeti Mohan, Sanjay Leela Bhansali",Gangubai Kathiawadi,03:58,Resso Top 50
Insane,"AP Dhillon, Shinda Kahlon, Gurinder Gill, Gminxr",Insane,03:26,Resso Top 50
love nwantiti (ah ah ah),Ckay,CKay The First,02:26,Resso Top 50
Agar Tum Saath Ho,"Alka Yagnik, Arijit Singh",Tamasha,05:41,Resso Top 50
Akhiyaan,Mitraz,Akhiyaan,03:12,Indian Indie Hot 30
Aankhon Se Batana,Dikshant,Aankhon Se Batana,03:41,Indian Indie Hot 30
Baarish Aa Jaave,Mitraz,Baarish Aa Jaave,02:38,Indian Indie Hot 30
Chaand Baaliyan,Aditya A,Chaand Baaliyan,01:43,Indian Indie Hot 30
Aziyat,Pratyush Dhiman,Aziyat,03:37,Indian Indie Hot 30
Tu Kahaan - 1 Min Music,"OAFF, Lothika",Tu Kahaan - 1 Min Music,01:00,Indian Indie Hot 30
Rangi Saari,"Kavita Seth, Kanishk Seth",Rangi Saari,03:34,Indian Indie Hot 30
Raaz Tera Mera,Akanksha Sethi,Raaz Tera Mera,03:29,Indian Indie Hot 30
Chidiya,Vilen,Chidiya,04:13,Indian Indie Hot 30
Baarishein,Anuv Jain,Baarishein,03:27,Indian Indie Hot 30
Alag Aasmaan,Anuv Jain,Alag Aasmaan,03:33,Indian Indie Hot 30
Baarish Ka Asar,Twin Strings,Baarish Ka Asar,04:06,Indian Indie Hot 30
Waqt Ki Baatein,Dream Note,Waqt Ki Baatein - Single,04:03,Indian Indie Hot 30
Woh Din,Yash Bafna,Woh Din,04:18,Indian Indie Hot 30
Tuta Pull Wahan,Deepak Rathore Project,Tuta Pull Wahan,05:13,Indian Indie Hot 30
Tera Nishaan,"Pina Colada Blues, Anumita Nadesan",Tera Nishaan,02:47,Indian Indie Hot 30
Chhodo Kalaiya,"Aditya A, Saiwariya",Chhodo Kalaiya,03:11,Indian Indie Hot 30
Intezaar,Lucky Ali,Intezaar,03:56,Indian Indie Hot 30
Tum Ho Meri Jaan,Dhruv Kapoor,Tum Ho Meri Jaan,03:12,Indian Indie Hot 30
kyun hota hai?,Tanmaya Bhatnagar,kyun hota hai?,03:30,Indian Indie Hot 30
Dil,Dream Note,Dil,03:08,Indian Indie Hot 30
Haaye,"Pina Colada Blues, Yash Narvekar",Haaye,02:59,Indian Indie Hot 30
Mehfooz,Aaditya Rakheja,Mehfooz,04:16,Indian Indie Hot 30
Aahista,Ankur Tewari,Aahista,03:49,Indian Indie Hot 30
Katputli Ke Dhaage,"Himonshu Parikh, Anumita Nadesan",Katputli Ke Dhaage,02:54,Indian Indie Hot 30
Sajni,The Yellow Diary,Sajni,04:58,Indian Indie Hot 30
Shehron Ke Raaz,Prateek Kuhad,Shehron Ke Raaz,02:32,Indian Indie Hot 30
Baaraat,"Ritviz, Nucleya",Baaraat,03:42,Indian Indie Hot 30
Tere Hi Hum,Prateek Kuhad,Tere Hi Hum,02:57,Indian Indie Hot 30
Udd Gaye,Ritviz,Ved,03:00,Indian Indie Hot 30
"Deva Deva (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya, Jonita Gandhi","Deva Deva (From ""Brahmastra"")",04:39,Hindi New Release Hot 30
"Coka 2.0 (From ""Liger"")","Jaani, Lijo George-Dj Chetas, Sukh-E Muzical Doctorz, Lisa Mishra","Coka 2.0 (From ""Liger"")",02:46,Hindi New Release Hot 30
"Tere Hawaale (From ""Laal Singh Chaddha"")","Pritam, Arijit Singh, Shilpa Rao","Tere Hawaale (From ""Laal Singh Chaddha"")",05:46,Hindi New Release Hot 30
Saiyyan Dil Mein Aana Re,"Shamshad Begum, Shruti Rane",Saiyyan Dil Mein Aana Re,02:56,Hindi New Release Hot 30
Waqt Ke Jungle,Armaan Malik,"Waqt Ke Jungle (From ""Do Baaraa"")",03:14,Hindi New Release Hot 30
"Dhaagon Se Baandhaa (From ""Raksha Bandhan"")","Himesh Reshammiya, Arijit Singh, Shreya Ghoshal","Dhaagon Se Baandhaa (From ""Raksha Bandhan"")",04:45,Hindi New Release Hot 30
Teri Galliyon Se,"Jubin Nautiyal, Meet Bros, Rashmi Virag",Teri Galliyon Se,04:54,Hindi New Release Hot 30
Awaara Ho,Shashwat Sachdev,Awaara Ho,03:29,Hindi New Release Hot 30
Tu Hi Bata,"Nikhita Gandhi , Siddhant Bhosle",Tu Hi Bata,02:47,Hindi New Release Hot 30
Duniya,"B Praak, Sunny Singh, Saiee Manjrekar",Duniya,03:50,Hindi New Release Hot 30
"Aafat (From ""Liger"")","Tanishk Bagchi, Rashmi Virag, Zahrah S Khan","Aafat (From ""Liger"")",02:44,Hindi New Release Hot 30
Dhoke Pyaar Ke,"B Praak, Rochak Kohli",Dhoke Pyaar Ke,04:19,Hindi New Release Hot 30
Chumma Chumma,"Nakash Aziz, Neeti Mohan, Aayush Sharma, Shakti Mohan",Chumma Chumma,03:09,Hindi New Release Hot 30
La Ilaaj,Arijit Singh,Darlings (Original Motion Picture Soundtrack),04:25,Hindi New Release Hot 30
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya","Kesariya (From ""Brahmastra"")",04:28,Hindi New Release Hot 30
Iss Baarish Mein - Neeti Mohan Version,Neeti Mohan,Iss Baarish Mein - Neeti Mohan Version,04:10,Hindi New Release Hot 30
Paparazzi Peeche,Tony Kakkar,Paparazzi Peeche,02:25,Hindi New Release Hot 30
Tu Hi Hai Sanam,"Pawandeep Rajan, Himesh Reshammiya",Tu Hi Hai Sanam,04:56,Hindi New Release Hot 30
"Kaveri Se Milne [From ""PS-1 (Hindi)""]","A.R. Rahman, Swagat Rathod, Pooja Tiwari","Kaveri Se Milne [From ""PS-1 (Hindi)""] (Original Motion Picture Soundtrack)",04:51,Hindi New Release Hot 30
Jaane De,"The RISH, Raghav Chaitanya",Jaane De,03:00,Hindi New Release Hot 30
Alvida,Adnan Sami,Alvida,04:56,Hindi New Release Hot 30
Haal Chaal,"Raj Pandit, Sukriti Kakar",Haal Chaal,03:12,Hindi New Release Hot 30
Rangrez,"Arjun Kanungo, Anurag Saikia",Rangrez,04:06,Hindi New Release Hot 30
Yaad,"Sonu Nigam, Mukund Suryawanshi, Saaveri Verma",Yaad,03:39,Hindi New Release Hot 30
Mashooka (feat. Rakul Preet Singh),"Asees Kaur, Tanishk Bagchi, Dev Negi, Viruss, Rakul Preet Singh",Mashooka (feat. Rakul Preet Singh),03:07,Hindi New Release Hot 30
Casanova (feat. Simar Kaur),"Yo Yo Honey Singh, Lil Pump, DJ Shadow Dubai, Simar Kaur",Casanova (feat. Simar Kaur),03:35,Hindi New Release Hot 30
"Kahani (Sonu's Version) [From ""Laal Singh Chaddha""]","Pritam, Sonu Nigam, Amitabh Bhattacharya","Kahani (Sonu's Version) [From ""Laal Singh Chaddha""]",04:58,Hindi New Release Hot 30
"Mor Mor (From ""Goodluck Jerry"")","Parag Chhabra, Raj Shekhar, Deedar Kaur, Gurlej Akhtar, Vivek Hariharan","Mor Mor (From ""Goodluck Jerry"")",02:59,Hindi New Release Hot 30
Pakki Wali Dosti,Saaj Bhatt,Pakki Wali Dosti,04:02,Hindi New Release Hot 30
"Dil (From ""Ek Villain Returns"")","Kaushik-Guddu, Raghav Chaitanya, Kunaal Vermaa","Dil (From ""Ek Villain Returns"")",05:09,Hindi New Release Hot 30
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya","Kesariya (From ""Brahmastra"")",04:28,Hindi Top 30
Halki Si Barsaat,Saaj Bhatt,Halki Si Barsaat,03:33,Hindi Top 30
"Ji Huzoor (From ""Shamshera"")","Aditya Narayan, Mithoon","Ji Huzoor (From ""Shamshera"")",04:10,Hindi Top 30
"Bhool Bhulaiyaa 2 Title Track (From ""Bhool Bhulaiyaa 2"")","Pritam, Tanishk Bagchi, Neeraj Shridhar, Mellow D","Bhool Bhulaiyaa 2 Title Track (From ""Bhool Bhulaiyaa 2"")",03:32,Hindi Top 30
Iss Baarish Mein,"Yasser Desai, Neeti Mohan",Iss Baarish Mein,04:01,Hindi Top 30
Mehabooba,"Ravi Basrur, Ananya Bhat",KGF Chapter 2 (Original Motion Picture Soundtrack),03:34,Hindi Top 30
"Rangisari (From ""Jugjugg Jeeyo"")","Kanishk Seth, Kavita Seth","Rangisari (From ""Jugjugg Jeeyo"")",03:43,Hindi Top 30
Jug Jug Jeeve,"Sachet Tandon, Parampara Tandon, Sachin-Jigar",Shiddat,03:19,Hindi Top 30
"Maiyya Mainu (From ""Jersey"")","Sachet-Parampara, Sachet Tandon","Maiyya Mainu (From ""Jersey"")",03:52,Hindi Top 30
"The Punjaabban Song (From ""Jugjugg Jeeyo"")","Tanishk Bagchi, Gippy Grewal, Zahrah S Khan, Romy, Abrar-Ul-Haq","The Punjaabban Song (From ""Jugjugg Jeeyo"")",03:19,Hindi Top 30
Tu Aake Dekhle,KING,The Carnival,04:30,Hindi Top 30
Dhokha,"Arijit Singh, Manan Bhardwaj",Dhokha,04:05,Hindi Top 30
Ijazzat Hai,"Raj Barman, Sachin Gupta",Ijazzat Hai,03:15,Hindi Top 30
"Halamithi Habibo (From ""Beast"")","Anirudh, Jonita Gandhi","Halamithi Habibo (From ""Beast"")",04:40,Hindi Top 30
"Naacho Naacho (From ""Rrr"")","Vishal Mishra, Rahul Sipligunj, M. M. Kreem","Naacho Naacho (From ""Rrr"")",03:34,Hindi Top 30
Mast Nazron Se,"Jubin Nautiyal, Rochak Kohli, Nasir Iqbal",Mast Nazron Se,04:49,Hindi Top 30
Kuch Baatein,"Payal Dev, Jubin Nautiyal",Kuch Baatein,04:45,Hindi Top 30
Chaand Baaliyan,Aditya A,Chaand Baaliyan,01:43,Hindi Top 30
Meri Jaan,"Neeti Mohan, Sanjay Leela Bhansali",Gangubai Kathiawadi,03:58,Hindi Top 30
Saawariya,"Aastha Gill, Kumar Sanu, Arjun Bijlani",Saawariya (feat. Arjun Bijlani),03:22,Hindi Top 30
"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur","Raataan Lambiyan (From ""Shershaah"")",03:50,Hindi Top 30
"Srivalli (From ""Pushpa The Rise Part - 01"")","Javed Ali , Devi Sri Prasad","Srivalli (From ""Pushpa The Rise Part - 01"")",03:44,Hindi Top 30
Pyaar Karte Ho Na,"Javed-Mohsin, Stebin Ben, Shreya Ghoshal",Pyaar Karte Ho Na,03:11,Hindi Top 30
Meri Tarah Ft. Himansh Kohli,"Jubin Nautiyal, Payal Dev",Meri Tarah Ft. Himansh Kohli,04:50,Hindi Top 30
Yaad Na Aaye,Akullonthebeat,Yaad Na Aaye,03:15,Hindi Top 30
Dhokebaaz,"Afsana Khan, Jaani",Dhokebaaz,04:25,Hindi Top 30
"Sajna, Say Yes To The Dress","Badshah, Payal Dev","Sajna, Say Yes To The Dress",02:38,Hindi Top 30
"Dil Galti Kar Baitha Hai (From ""Dil Galti Kar Baitha Hai"")",Jubin Nautiyal,Dil Se Galti - Hindi Sad Songs,04:33,Hindi Top 30
"Ranjha (From ""Shershaah"")","Jasleen Royal, B Praak, Romy, Anvita Dutt","Ranjha (From ""Shershaah"")",03:49,Hindi Top 30
Jugnu,"Badshah, Nikhita Gandhi ",Jugnu,03:50,Hindi Top 30
Duniya,"B Praak, Sunny Singh, Saiee Manjrekar",Duniya,03:50,Indian Pop Top 30
"Coka 2.0 (From ""Liger"")","Jaani, Lijo George-Dj Chetas, Sukh-E Muzical Doctorz, Lisa Mishra","Coka 2.0 (From ""Liger"")",02:46,Indian Pop Top 30
Baarish Aayi Hai,"Javed-Mohsin, Stebin Ben, Shreya Ghoshal",Baarish Aayi Hai,03:33,Indian Pop Top 30
Tauba (feat. Badshah),"Payal Dev, Badshah",Tauba (feat. Badshah),03:19,Indian Pop Top 30
Designer (Feat. Divya Khosla Kumar),"Guru Randhawa, Yo Yo Honey Singh",Designer (Feat. Divya Khosla Kumar),03:39,Indian Pop Top 30
everything sucks,"vaultboy, Arjun Kanungo",everything sucks,01:55,Indian Pop Top 30
Ishq Tujhe,"Shambhavi Thakur, Uddipan Sharma",Ishq Tujhe,04:09,Indian Pop Top 30
Sahi Hai Sahi Hai,Uchana Amit,Sahi Hai Sahi Hai,02:34,Indian Pop Top 30
Sinner,King,Khwabeeda,03:49,Indian Pop Top 30
Tutt Gaya,Stebin Ben,Tutt Gaya,04:14,Indian Pop Top 30
Aashiq Hoon,"Raj Barman, Raees, Zain - Sam",Aashiq Hoon,03:18,Indian Pop Top 30
Dhokebaaz,"Afsana Khan, Jaani",Dhokebaaz,04:25,Indian Pop Top 30
Ijazzat Hai,"Raj Barman, Sachin Gupta",Ijazzat Hai,03:15,Indian Pop Top 30
Hairaan,"Kaushik-Guddu, Javed Ali ",Hairaan,03:30,Indian Pop Top 30
Ektarfa,King,Ektarfa,03:51,Indian Pop Top 30
Halki Si Barsaat,Saaj Bhatt,Halki Si Barsaat,03:33,Indian Pop Top 30
Nakhrey Nakhrey,Armaan Malik,Nakhrey Nakhrey,02:23,Indian Pop Top 30
Manzoore Nazar,"Neeraj Shridhar, Saaj Bhatt, Srishti Bhandari",Manzoore Nazar,03:37,Indian Pop Top 30
Main Akela Hoon,Tony Kakkar,Main Akela Hoon,02:45,Indian Pop Top 30
Dhokha,"Arijit Singh, Manan Bhardwaj",Dhokha,04:05,Indian Pop Top 30
Humnava Mere,"Jubin Nautiyal, Rocky-Shiv",Humnava Mere,05:29,Indian Pop Top 30
Jaa Rahe Ho,"Yasser Desai, Kunaal Vermaa",Jaa Rahe Ho,04:09,Indian Pop Top 30
Mast Nazron Se,"Jubin Nautiyal, Rochak Kohli, Nasir Iqbal",Mast Nazron Se,04:49,Indian Pop Top 30
Mud Mud Ke,"Tony Kakkar, Neha Kakkar",Mud Mud Ke,03:01,Indian Pop Top 30
Yaad Na Aaye,Akullonthebeat,Yaad Na Aaye,03:15,Indian Pop Top 30
Tumse Pyaar Karke,"Tulsi Kumar, Jubin Nautiyal, Payal Dev",Tumse Pyaar Karke,03:54,Indian Pop Top 30
Naina Mere,"Suyyash Rai, Anmol Daniel",Naina Mere,03:35,Indian Pop Top 30
Tu Aake Dekhle,KING,The Carnival,04:30,Indian Pop Top 30
Terre Pyaar Mein,Himesh Reshammiya,Terre Pyaar Mein,05:33,Indian Pop Top 30
Jhoom (R&B Mix),"Ali Zafar,Yousaf Sallauddin,Coke Studio",Jhoom,04:59,Indian Pop Top 30
gande ilaake se,"Sez on the Beat, AB 17",gande ilaake se,02:31,Desi Hip-Hop Top 30
MACHAYENGE 4,Emiway Bantai,MACHAYENGE 4,10:20,Desi Hip-Hop Top 30
Big Moves,"MC Altaf, Stunnah Beatz",Big Moves,03:33,Desi Hip-Hop Top 30
Kissa Khatam,Dakait,Kissa Khatam,03:04,Desi Hip-Hop Top 30
Streets,"J Trix, SubSpace",Streets,02:15,Desi Hip-Hop Top 30
Jhootha,"Celina Sharma, Emiway Bantai",Jhootha,02:10,Desi Hip-Hop Top 30
VIBE,Parry G,VIBE,02:31,Desi Hip-Hop Top 30
Intro,MC THC,Intro,03:23,Desi Hip-Hop Top 30
INSOMNIA,Badkidz,INSOMNIA,03:19,Desi Hip-Hop Top 30
Burreh,"Dakait, Aniket Raturi",Burreh,03:47,Desi Hip-Hop Top 30
Anaadi,Seedhe Maut & Sez On The Beat,Nayaab,03:19,Desi Hip-Hop Top 30
Pomfret Fry,Karma,Pomfret Fry,03:00,Desi Hip-Hop Top 30
Shana Bann,MC Stan,Shana Bann,03:48,Desi Hip-Hop Top 30
Batman,"Aghor, KR$NA",Batman,03:32,Desi Hip-Hop Top 30
KR L$DA SIGN,Emiway Bantai,KR L$DA SIGN,08:12,Desi Hip-Hop Top 30
Kya Haal Hai Bro?,Fotty Seven,Kya Haal Hai Bro?,02:59,Desi Hip-Hop Top 30
Aafat (Bombay 70),Naezy,Aafat (Bombay 70),03:13,Desi Hip-Hop Top 30
Ektarfa,King,Ektarfa,03:51,Desi Hip-Hop Top 30
South Delhi,"Full Power, Darcy, D₹V, Sidak",South Delhi,03:09,Desi Hip-Hop Top 30
Choco,Emiway Bantai,8 Saal,02:53,Desi Hip-Hop Top 30
Kyu Nahi,OG Ankit,Kyu Nahi,03:15,Desi Hip-Hop Top 30
MADE IN INDIA,Raja Kumari,MADE IN INDIA,02:21,Desi Hip-Hop Top 30
GRIND,Emiway Bantai,Dhund Ke Dikha,02:56,Desi Hip-Hop Top 30
Kartab,"Ahmer, Ikka & Zero Chill feat. Lambo Drive, Lambo Drive",Kartab,03:04,Desi Hip-Hop Top 30
Hifzo Aman,"Naezy, Bharg",Tarqeeb,02:20,Desi Hip-Hop Top 30
Mera,Emiway Bantai,Mera,03:01,Desi Hip-Hop Top 30
CHUSAMBA,Emiway Bantai,CHUSAMBA,03:14,Desi Hip-Hop Top 30
Nahi Hai Woh,"MC Altaf, Raftaar, Shah Rule",Nahi Hai Woh,04:20,Desi Hip-Hop Top 30
Banjo,Fotty Seven,Banjo,02:18,Desi Hip-Hop Top 30
Machayenge 3,Emiway Bantai,Machayenge 3,03:49,Desi Hip-Hop Top 30
Noche de Novela,"Paulo Londra, Ed Sheeran",Noche de Novela,03:12,English New Release Hot 30
Her,Megan Thee Stallion,Traumazine,02:17,English New Release Hot 30
El Que Espera,"Anitta, Maluma",El Que Espera,02:50,English New Release Hot 30
BREAK MY SOUL (THE QUEENS REMIX),"Beyoncé, Madonna",BREAK MY SOUL (THE QUEENS REMIX),05:56,English New Release Hot 30
WAIT (feat. Bipolar Sunshine),"MILKBLOOD, Bipolar Sunshine",WAIT (feat. Bipolar Sunshine),03:44,English New Release Hot 30
THREAT,Rex Orange County,THREAT,02:51,English New Release Hot 30
Trigue Lycee (Remix),"Khalèd, DJ Snake",Trigue Lycee (Remix),03:05,English New Release Hot 30
Super Freaky Girl,Nicki Minaj,Super Freaky Girl,02:51,English New Release Hot 30
Day N Night,"Afrojack, Black V Neck, Muni Long",Day N Night,02:59,English New Release Hot 30
Consistency (feat. Jhene Aiko),"Megan Thee Stallion, Jhené Aiko",Traumazine,03:40,English New Release Hot 30
Living Hell,Bella Poarch,Dolls EP,02:54,English New Release Hot 30
The Look (feat. Kehlani),"Ali Gatie, Kehlani",WHO HURT YOU?,03:36,English New Release Hot 30
indieedgycool,GAYLE,indieedgycool,02:27,English New Release Hot 30
Picture in my mind,"PinkPantheress, Sam Gellaitry",Picture in my mind,02:57,English New Release Hot 30
Satisfaction,"David Guetta, Benny Benassi",Satisfaction,02:36,English New Release Hot 30
Haitian Scarface,Kodak Black,Haitian Scarface,02:25,English New Release Hot 30
Superstar,"The Goo Goo Dolls, Goo Goo Dolls",Chaos In Bloom,04:31,English New Release Hot 30
Yen,Slipknot,Yen,04:45,English New Release Hot 30
Ma Baker,"Gerry Read, Boney M.",Ma Baker,02:27,English New Release Hot 30
Trillions (feat. Brent Faiyaz),"Alicia Keys, Brent Faiyaz",KEYS II,02:53,English New Release Hot 30
Popular,M.I.A.,Popular,03:07,English New Release Hot 30
Community D**k,"Rae Sremmurd, Flo Milli",Community D**k,03:11,English New Release Hot 30
I Hope That It Hurts,"Nicky Romero, Norma Jean Martine",I Hope That It Hurts,02:40,English New Release Hot 30
Toxic,YG,Toxic,03:33,English New Release Hot 30
Seamless,"Babyface, Kehlani",Seamless,03:15,English New Release Hot 30
Family (feat. Jesse Royal),"Oje Ken Ollivierre, Jesse Royal",Family (feat. Jesse Royal),03:02,English New Release Hot 30
Kernkraft 400 (A Better Day),"A7S, Topic",Kernkraft 400 (A Better Day),02:46,English New Release Hot 30
Come Back Home (Stripped),Sofia Carson,Purple Hearts (Original Soundtrack),02:41,English New Release Hot 30
Yungen (feat. Jack Harlow),"Rod Wave, Jack Harlow",Beautiful Mind,03:46,English New Release Hot 30
Hoodie,Ari Lennox,Hoodie,04:04,English New Release Hot 30
As It Was,Harry Styles,As It Was,02:47,English Top 30
Me Porto Bonito,"Bad Bunny, Chencho Corleone",Un Verano Sin Ti,02:59,English Top 30
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),02:35,English Top 30
Glimpse of Us,Joji,Glimpse of Us,03:54,English Top 30
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, QUEVEDO","Quevedo: Bzrp Music Sessions, Vol. 52",03:19,English Top 30
Running Up That Hill (A Deal With God) [2018 Remaster],Kate Bush,Hounds of Love (2018 Remaster),05:01,English Top 30
DESPECHÁ,ROSALÍA,DESPECHÁ,02:37,English Top 30
